# k [h/Mpc], P [Mpc/h]^3, N
# courtesy: H. Gil-Marin
4.037149999999999905e-01 -4.107116379999999936e+02 7.167780000000000000e+06
4.372909999999999853e-01 -4.929442720000000122e+02 9.108248000000000000e+06
4.736659999999999759e-01 -5.793765690000000177e+02 1.157984000000000000e+07
2.093999999999999941e-03 -2.647673509000000195e+03 6.000000000000000000e+00
2.961999999999999789e-03 -5.608490613799999846e+04 1.200000000000000000e+01
3.628000000000000148e-03 -7.826976389600000402e+04 8.000000000000000000e+00
4.189000000000000015e-03 -9.006993046299999696e+04 6.000000000000000000e+00
4.682999999999999663e-03 -3.425076924500000314e+04 2.400000000000000000e+01
5.130000000000000011e-03 3.506859581400000025e+04 2.400000000000000000e+01
5.923999999999999579e-03 -4.629479418599999917e+04 1.200000000000000000e+01
6.283000000000000390e-03 1.927748349600000074e+04 3.000000000000000000e+01
6.785000000000000232e-03 4.720321366200000193e+04 4.800000000000000000e+01
7.477000000000000139e-03 -1.481364043400000082e+04 3.200000000000000000e+01
7.837000000000000216e-03 7.592089077999999972e+03 4.800000000000000000e+01
8.718000000000000055e-03 3.413557276599999750e+04 9.000000000000000000e+01
9.423000000000000820e-03 -5.316313300599999639e+04 9.600000000000000000e+01
1.020700000000000079e-02 2.560193185699999958e+04 7.800000000000000000e+01
1.107099999999999924e-02 -1.700158738699999958e+04 2.240000000000000000e+02
1.218299999999999939e-02 -3.864347713199999998e+04 1.560000000000000000e+02
1.307999999999999961e-02 -1.773068412499999977e+04 2.460000000000000000e+02
1.394699999999999933e-02 1.489137812400000075e+04 2.240000000000000000e+02
1.519599999999999944e-02 -1.249533013500000015e+04 4.740000000000000000e+02
1.660199999999999870e-02 2.664491269599999941e+04 4.860000000000000000e+02
1.791500000000000037e-02 5.941445644000000357e+03 6.200000000000000000e+02
1.941800000000000123e-02 1.142767884699999922e+04 7.980000000000000000e+02
2.102199999999999902e-02 -1.407811102199999914e+04 9.860000000000000000e+02
2.275500000000000092e-02 -5.235064323100000183e+04 1.302000000000000000e+03
2.468199999999999908e-02 -4.007036313299999892e+04 1.658000000000000000e+03
2.672799999999999829e-02 -1.224367538199999944e+04 2.082000000000000000e+03
2.891700000000000173e-02 3.428504800000000046e+02 2.522000000000000000e+03
3.127300000000000219e-02 -3.820740241999999853e+03 3.366000000000000000e+03
3.390100000000000058e-02 -1.739584092999999939e+03 4.274000000000000000e+03
3.673599999999999782e-02 -9.179456511000000319e+03 5.408000000000000000e+03
3.979800000000000004e-02 -1.014599924599999940e+04 6.890000000000000000e+03
4.307400000000000118e-02 -1.183534225300000071e+04 8.516000000000000000e+03
4.665799999999999809e-02 2.869950898000000052e+03 1.128800000000000000e+04
5.060200000000000115e-02 -6.789770472000000154e+03 1.426400000000000000e+04
5.481500000000000261e-02 8.915204019999999900e+02 1.782800000000000000e+04
5.931100000000000261e-02 3.822441683999999896e+03 2.230400000000000000e+04
6.421300000000000618e-02 6.225451880000000529e+02 2.897200000000000000e+04
6.958300000000000596e-02 -7.022514312000000245e+03 3.691400000000000000e+04
7.540099999999999580e-02 -2.575355057000000215e+03 4.690600000000000000e+04
8.167399999999999660e-02 2.983621769999999742e+02 5.914600000000000000e+04
8.846299999999999997e-02 -2.274723887999999988e+03 7.557400000000000000e+04
9.581699999999999939e-02 -4.185858499999999793e+01 9.553600000000000000e+04
1.037909999999999944e-01 3.855666600000000130e+02 1.222600000000000000e+05
1.124300000000000022e-01 1.713961720000000071e+02 1.545480000000000000e+05
1.217599999999999932e-01 -1.470831439999999930e+03 1.960900000000000000e+05
1.318930000000000102e-01 8.306724499999999978e+01 2.508060000000000000e+05
1.428909999999999902e-01 7.096364919999999756e+02 3.183180000000000000e+05
1.547749999999999959e-01 5.299010039999999435e+02 4.033880000000000000e+05
1.676249999999999962e-01 4.845766499999999724e+02 5.119700000000000000e+05
1.815650000000000042e-01 1.269456440000000015e+02 6.530700000000000000e+05
1.966759999999999897e-01 7.433109279999999899e+02 8.285740000000000000e+05
2.130430000000000101e-01 6.480302830000000540e+02 1.054456000000000000e+06
2.307649999999999979e-01 6.961007640000000265e+02 1.337878000000000000e+06
2.499589999999999868e-01 6.812893119999999954e+02 1.702186000000000000e+06
2.707510000000000194e-01 6.577416319999999814e+02 2.161566000000000000e+06
2.932690000000000019e-01 5.392298220000000128e+02 2.748042000000000000e+06
3.176680000000000059e-01 5.855028009999999767e+02 3.493628000000000000e+06
3.440909999999999802e-01 5.587656749999999874e+02 4.436746000000000000e+06
3.727110000000000145e-01 5.158689110000000255e+02 5.641876000000000000e+06
4.037149999999999905e-01 5.238364390000000412e+02 7.167780000000000000e+06
4.372909999999999853e-01 5.705459140000000389e+02 9.108248000000000000e+06
4.736659999999999759e-01 5.689514450000000352e+02 1.157984000000000000e+07
